track_id	start	end	duration	label	root	bass	C	Db	D	Eb	E	F	Gb	G	Ab	A	Bb	B	key_diatonic_root_label	key_diatonic_root
0	89.257528	90.720385	1.462857	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	90.720385	92.157453	1.437068	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
0	92.157453	104.106689	11.949236	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	104.106689	107.125283	3.018594	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
0	107.125283	110.178707	3.053424	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	110.178707	113.124087	2.945380	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
0	113.124087	114.613718	1.489631	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	114.613718	116.099795	1.486077	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
0	116.099795	118.944961	2.845166	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	118.944961	128.046462	9.101501	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
0	128.046462	131.053446	3.006984	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
0	131.053446	134.037210	2.983764	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
0	134.037210	137.044195	3.006985	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	137.044195	138.475524	1.431329	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
0	138.475524	143.058163	4.582639	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	143.058163	146.041927	2.983764	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
0	146.041927	147.551224	1.509297	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	147.551224	149.060521	1.509297	E:7/3	4	8	0	0	1	0	1	0	0	0	1	0	0	1	E	4.000000
0	149.060521	150.511768	1.451247	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
0	150.511768	152.021065	1.509297	A:min/b3	9	0	1	0	0	0	1	0	0	0	0	1	0	0	E	4.000000
0	152.021065	153.530362	1.509297	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	153.530362	155.062879	1.532517	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
0	155.062879	159.532721	4.469842	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	159.532721	161.065238	1.532517	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
0	161.065238	165.581519	4.516281	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	165.581519	167.114036	1.532517	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
0	167.114036	168.646553	1.532517	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
0	168.646553	169.737409	1.090856	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
0	169.737409	171.687173	1.949764	E:9	4	4	0	0	1	0	1	0	1	0	1	0	0	1	E	4.000000
0	171.687173	175.804082	4.116909	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	4.000000
1	0.000000	0.414179	0.414179	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1	0.414179	4.365655	3.951476	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	C	0.000000
1	4.365655	6.690592	2.324937	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	C	0.000000
1	6.690592	8.780606	2.090014	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	8.780606	9.717289	0.936683	A:min	9	9	1	0	0	0	1	0	0	0	0	1	0	0	C	0.000000
1	9.717289	10.634761	0.917472	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	C	0.000000
1	10.634761	12.376258	1.741497	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	12.376258	14.199024	1.822766	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	C	0.000000
1	14.199024	15.986961	1.787937	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	15.986961	19.597664	3.610703	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	C	0.000000
1	19.597664	21.339160	1.741496	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	C	0.000000
1	21.339160	23.115487	1.776327	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	23.115487	24.938253	1.822766	A:min	9	9	1	0	0	0	1	0	0	0	0	1	0	0	C	0.000000
1	24.938253	26.726190	1.787937	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	26.726190	28.525736	1.799546	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	C	0.000000
1	28.525736	30.267233	1.741497	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	30.267233	33.912766	3.645533	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	C	0.000000
1	33.912766	35.689530	1.776764	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	C	0.000000
1	35.689530	39.251474	3.561944	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	39.251474	42.852448	3.600974	A:min	9	9	1	0	0	0	1	0	0	0	0	1	0	0	C	0.000000
1	42.852448	46.428321	3.575873	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	46.428321	50.062244	3.633923	A:min	9	9	1	0	0	0	1	0	0	0	0	1	0	0	C	0.000000
1	50.062244	53.684557	3.622313	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	C	0.000000
1	53.684557	55.484104	1.799547	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	55.484104	57.237210	1.753106	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	C	0.000000
1	57.237210	59.059977	1.822767	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	59.059977	62.612630	3.552653	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	C	0.000000
1	62.612630	64.412176	1.799546	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	C	0.000000
1	64.412176	68.027392	3.615216	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	68.027392	71.598752	3.571360	A:min	9	9	1	0	0	0	1	0	0	0	0	1	0	0	C	0.000000
1	71.598752	75.232675	3.633923	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	75.232675	78.889818	3.657143	A:min	9	9	1	0	0	0	1	0	0	0	0	1	0	0	C	0.000000
1	78.889818	82.535351	3.645533	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	C	0.000000
1	82.535351	84.314205	1.778854	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	84.314205	86.122834	1.808629	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	C	0.000000
1	86.122834	87.887551	1.764717	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	87.887551	91.520928	3.633377	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	C	0.000000
1	91.520928	93.356062	1.835134	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	C	0.000000
1	93.356062	95.155396	1.799334	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	95.155396	97.012993	1.857597	A:min	9	9	1	0	0	0	1	0	0	0	0	1	0	0	C	0.000000
1	97.012993	98.812539	1.799546	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	98.812539	100.635306	1.822767	A:min	9	9	1	0	0	0	1	0	0	0	0	1	0	0	C	0.000000
1	100.635306	102.469682	1.834376	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	102.469682	104.269229	1.799547	A:min	9	9	1	0	0	0	1	0	0	0	0	1	0	0	C	0.000000
1	104.269229	106.161655	1.892426	C	0	0	1	0	0	0	1	0	0	1	0	0	0	0	C	0.000000
1	106.161655	110.184490	4.022835	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2	0.000000	0.708462	0.708462	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2	0.708462	2.967880	2.259418	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	2.967880	5.189003	2.221123	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	5.189003	7.429273	2.240270	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	7.429273	9.669544	2.240271	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	9.669544	11.852371	2.182827	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	11.852371	14.035199	2.182828	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	14.035199	16.275469	2.240270	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	16.275469	18.534888	2.259419	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	18.534888	20.641125	2.106237	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	20.641125	22.862248	2.221123	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	22.862248	23.647300	0.785052	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	23.647300	25.006780	1.359480	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	25.006780	25.887570	0.880790	E:min	4	4	0	0	0	0	1	0	0	1	0	0	0	1	D	2.000000
2	25.887570	27.266198	1.378628	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	D	2.000000
2	27.266198	29.410731	2.144533	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	29.410731	31.612706	2.201975	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	31.612706	33.833829	2.221123	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	33.833829	36.035804	2.201975	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	36.035804	38.276075	2.240271	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	38.276075	40.420607	2.144532	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	40.420607	42.641730	2.221123	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	42.641730	44.882001	2.240271	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	44.882001	47.026533	2.144532	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	47.026533	49.056180	2.029647	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	49.056180	49.936970	0.880790	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	49.936970	51.315598	1.378628	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	51.315598	52.196388	0.880790	E:min	4	4	0	0	0	0	1	0	0	1	0	0	0	1	D	2.000000
2	52.196388	53.594164	1.397776	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	D	2.000000
2	53.594164	56.753520	3.159356	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	56.753520	57.251357	0.497837	D/2	2	4	0	0	1	0	1	0	1	0	0	1	0	0	D	2.000000
2	57.251357	57.710900	0.459543	D/3	2	6	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	57.710900	66.480506	8.769606	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	D	2.000000
2	66.480506	73.909779	7.429273	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	73.909779	74.388469	0.478690	D/2	2	4	0	0	1	0	1	0	1	0	0	1	0	0	D	2.000000
2	74.388469	74.943750	0.555281	D/3	2	6	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	74.943750	83.502732	8.558982	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	D	2.000000
2	83.502732	87.753502	4.250770	E:7	4	4	0	0	1	0	1	0	0	0	1	0	0	1	D	2.000000
2	87.753502	91.965977	4.212475	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	D	2.000000
2	91.965977	94.167952	2.201975	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	94.167952	96.255042	2.087090	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	96.255042	98.514460	2.259418	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	98.514460	100.563254	2.048794	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	100.563254	101.558930	0.995676	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	101.558930	102.995001	1.436071	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	102.995001	103.799200	0.804199	E:min	4	4	0	0	0	0	1	0	0	1	0	0	0	1	D	2.000000
2	103.799200	105.196976	1.397776	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	D	2.000000
2	105.196976	108.356332	3.159356	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	108.356332	108.988203	0.631871	D/2	2	4	0	0	1	0	1	0	1	0	0	1	0	0	D	2.000000
2	108.988203	109.562631	0.574428	D/3	2	6	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	109.562631	118.255647	8.693016	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	D	2.000000
2	118.255647	125.780658	7.525011	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	125.780658	126.335939	0.555281	D/2	2	4	0	0	1	0	1	0	1	0	0	1	0	0	D	2.000000
2	126.335939	126.872072	0.536133	D/3	2	6	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	126.872072	131.161137	4.289065	G	7	7	0	0	1	0	0	0	0	1	0	0	0	1	D	2.000000
2	131.161137	135.545940	4.384803	G:min	7	7	0	0	1	0	0	0	0	1	0	0	1	0	D	2.000000
2	135.545940	139.796709	4.250769	E:7	4	4	0	0	1	0	1	0	0	0	1	0	0	1	D	2.000000
2	139.796709	144.200660	4.403951	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	D	2.000000
2	144.200660	146.211159	2.010499	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	146.211159	148.451430	2.240271	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	148.451430	150.615110	2.163680	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	150.615110	152.836233	2.221123	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	152.836233	153.659580	0.823347	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	153.659580	155.038208	1.378628	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	155.038208	155.861555	0.823347	E:min	4	4	0	0	0	0	1	0	0	1	0	0	0	1	D	2.000000
2	155.861555	157.240183	1.378628	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	D	2.000000
2	157.240183	159.480454	2.240271	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	159.480454	161.624986	2.144532	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	161.624986	163.941847	2.316861	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	163.941847	165.990642	2.048795	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	165.990642	168.173469	2.182827	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	168.173469	170.528625	2.355156	B:min	11	11	0	0	1	0	0	0	1	0	0	0	0	1	D	2.000000
2	170.528625	174.530476	4.001851	D	2	2	0	0	1	0	0	0	1	0	0	1	0	0	D	2.000000
2	174.530476	177.580408	3.049932	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3	0.000000	0.459543	0.459543	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bb	10.000000
3	0.459543	7.639897	7.180354	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	7.639897	14.977403	7.337506	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	14.977403	18.646156	3.668753	Eb:7	3	3	0	1	0	1	0	0	0	1	0	0	1	0	Bb	10.000000
3	18.646156	22.338129	3.691973	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	22.338129	24.184115	1.845986	F:9	5	5	1	0	0	1	0	1	0	1	0	1	0	0	Bb	10.000000
3	24.184115	26.041712	1.857597	Eb:9	3	3	0	1	0	1	0	1	0	1	0	0	1	0	Bb	10.000000
3	26.041712	27.910918	1.869206	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	27.910918	29.780124	1.869206	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	Bb	10.000000
3	29.780124	37.106020	7.325896	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	37.106020	40.797993	3.691973	Eb:7	3	3	0	1	0	1	0	0	0	1	0	0	1	0	Bb	10.000000
3	40.797993	44.466746	3.668753	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	44.466746	46.324342	1.857596	F:9	5	5	1	0	0	1	0	1	0	1	0	1	0	0	Bb	10.000000
3	46.324342	48.170328	1.845986	Eb:9	3	3	0	1	0	1	0	1	0	1	0	0	1	0	Bb	10.000000
3	48.170328	49.981485	1.811157	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	49.981485	51.839081	1.857596	Bb:7	10	10	0	0	1	0	0	1	0	0	1	0	1	0	Bb	10.000000
3	51.839081	55.589104	3.750023	Eb	3	3	0	0	0	1	0	0	0	1	0	0	1	0	Bb	10.000000
3	55.589104	59.292687	3.703583	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	59.292687	63.042709	3.750022	Eb	3	3	0	0	0	1	0	0	0	1	0	0	1	0	Bb	10.000000
3	63.042709	66.734682	3.691973	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	Bb	10.000000
3	66.734682	74.118628	7.383946	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	74.118628	77.857040	3.738412	Eb:7	3	3	0	1	0	1	0	0	0	1	0	0	1	0	Bb	10.000000
3	77.857040	81.525793	3.668753	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	81.525793	83.395000	1.869207	F:9	5	5	1	0	0	1	0	1	0	1	0	1	0	0	Bb	10.000000
3	83.395000	85.252596	1.857596	Eb:9	3	3	0	1	0	1	0	1	0	1	0	0	1	0	Bb	10.000000
3	85.252596	87.110192	1.857596	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	87.110192	88.944569	1.834377	Bb:7	10	10	0	0	1	0	0	1	0	0	1	0	1	0	Bb	10.000000
3	88.944569	92.659761	3.715192	Eb	3	3	0	0	0	1	0	0	0	1	0	0	1	0	Bb	10.000000
3	92.659761	96.363344	3.703583	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	96.363344	100.113367	3.750023	Eb	3	3	0	0	0	1	0	0	0	1	0	0	1	0	Bb	10.000000
3	100.113367	103.793730	3.680363	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	Bb	10.000000
3	103.793730	111.224115	7.430385	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	111.224115	114.927698	3.703583	Eb:7	3	3	0	1	0	1	0	0	0	1	0	0	1	0	Bb	10.000000
3	114.927698	118.642891	3.715193	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	118.642891	120.512097	1.869206	F:9	5	5	1	0	0	1	0	1	0	1	0	1	0	0	Bb	10.000000
3	120.512097	122.369693	1.857596	Eb:9	3	3	0	1	0	1	0	1	0	1	0	0	1	0	Bb	10.000000
3	122.369693	124.536063	2.166370	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	124.536063	126.050056	1.513993	F	5	5	1	0	0	0	0	1	0	0	0	1	0	0	Bb	10.000000
3	126.050056	137.230929	11.180873	Bb	10	10	0	0	1	0	0	1	0	0	0	0	1	0	Bb	10.000000
3	137.230929	139.011657	1.780728	Eb	3	3	0	0	0	1	0	0	0	1	0	0	1	0	Bb	10.000000
3	139.011657	139.773049	0.761392	Eb:min	3	3	0	0	0	1	0	0	1	0	0	0	1	0	Bb	10.000000
3	139.773049	146.494694	6.721645	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bb	10.000000
4	0.000000	1.073119	1.073119	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	4.000000
4	1.073119	2.512756	1.439637	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
4	2.512756	4.103323	1.590567	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
4	4.103323	5.682280	1.578957	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	5.682280	7.284457	1.602177	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
4	7.284457	13.890534	6.606077	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	13.890534	17.106498	3.215964	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
4	17.106498	20.438561	3.332063	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	20.438561	22.098788	1.660227	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
4	22.098788	23.759015	1.660227	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
4	23.759015	25.505471	1.746456	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	25.505471	27.067858	1.562387	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
4	27.067858	33.685546	6.617688	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	33.685546	36.947949	3.262403	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
4	36.947949	40.256793	3.308844	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	40.256793	41.905409	1.648616	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
4	41.905409	43.600466	1.695057	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
4	43.600466	45.303248	1.702782	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	45.303248	46.886090	1.582842	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
4	46.886090	53.654707	6.768617	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	53.654707	57.009990	3.355283	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
4	57.009990	60.376883	3.366893	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	60.376883	62.013890	1.637007	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
4	62.013890	63.720557	1.706667	A	9	9	0	1	0	0	1	0	0	0	0	1	0	0	E	4.000000
4	63.720557	65.562273	1.841716	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
4	65.562273	67.052620	1.490347	B	11	11	0	0	0	1	0	0	1	0	0	0	0	1	E	4.000000
4	67.052620	73.600648	6.548028	E	4	4	0	0	0	0	1	0	0	0	1	0	0	1	E	4.000000
