track_id	start	end	duration	key_indicator	key_label	key_diatonic_root_label	key_diatonic_root
51	0.000	124.533	124.533	Key	A	A	9.000
52	0.000	156.173	156.173	Key	G	G	7.000
53	0.000	154.693	154.693	Key	D	D	2.000
54	0.000	143.867	143.867	Key	E	E	4.000
55	0.000	1.050	1.050	Silence			
55	1.050	136.820	135.770	Key	A	A	9.000
55	136.820	141.067	4.247	Silence			
56	0.000	156.693	156.693	Key	D	D	2.000
57	0.000	131.440	131.440	Key	G:mixolydian	C	0.000
58	0.000	151.493	151.493	Key	A	A	9.000
59	0.000	128.000	128.000	Key	A	A	9.000
60	0.000	140.440	140.440	Key	E	E	4.000
61	0.000	192.493	192.493	Key	A	A	9.000
62	0.000	153.173	153.173	Key	G	G	7.000
63	0.000	118.800	118.800	Key	C	C	0.000
64	0.000	158.800	158.800	Key	G	G	7.000
65	0.000	159.693	159.693	Key	G	G	7.000
66	0.000	127.173	127.173	Key	A	A	9.000
67	0.000	127.427	127.427	Key	F	F	5.000
68	0.000	174.267	174.267	Key	A	A	9.000
69	0.000	150.267	150.267	Key	D	D	2.000
70	0.000	125.427	125.427	Key	E	E	4.000
71	0.000	202.600	202.600	Key	A	A	9.000
72	0.000	164.307	164.307	Key	E	E	4.000
73	0.000	139.333	139.333	Key	G	G	7.000
74	0.000	163.693	163.693	Key	D	D	2.000
75	0.000	8.510	8.510	Key	F:minor	Ab	8.000
75	8.510	33.216	24.706	Key	F	F	5.000
75	33.216	53.545	20.329	Key	F:minor	Ab	8.000
75	53.545	65.726	12.181	Key	F	F	5.000
75	65.726	85.931	20.205	Key	F:minor	Ab	8.000
75	85.931	98.058	12.127	Key	F	F	5.000
75	98.058	118.335	20.277	Key	F:minor	Ab	8.000
75	118.335	131.265	12.930	Key	F	F	5.000
75	131.265	139.894	8.629	Key	F:minor	Ab	8.000
75	139.894	162.373	22.479	Key	F	F	5.000
76	0.000	170.800	170.800	Key	E	E	4.000
77	0.000	21.107	21.107	Key	C:minor	Eb	3.000
77	21.107	30.994	9.887	Key	Eb	Eb	3.000
77	30.994	50.968	19.974	Key	C:minor	Eb	3.000
77	50.968	90.558	39.590	Key	Eb	Eb	3.000
77	90.558	110.497	19.939	Key	C:minor	Eb	3.000
77	110.497	120.392	9.895	Key	Eb	Eb	3.000
77	120.392	140.351	19.959	Key	C:minor	Eb	3.000
77	140.351	153.867	13.516	Key	Eb	Eb	3.000
78	0.000	147.827	147.827	Key	Ab	Ab	8.000
79	0.000	147.973	147.973	Key	A	A	9.000
80	0.000	136.960	136.960	Key	F#:minor	A	9.000
81	0.000	143.840	143.840	Key	A	A	9.000
82	0.000	138.800	138.800	Key	D	D	2.000
83	0.000	159.000	159.000	Key	D	D	2.000
84	0.000	127.667	127.667	Key	E:minor	G	7.000
85	0.000	181.667	181.667	Key	Eb:minor	Gb	6.000
86	0.000	181.200	181.200	Key	C:minor	Eb	3.000
87	0.000	145.867	145.867	Key	G	G	7.000
88	0.000	160.400	160.400	Key	G	G	7.000
89	0.000	157.133	157.133	Key	Bb	Bb	10.000
90	0.000	129.760	129.760	Key	A	A	9.000
91	0.000	121.733	121.733	Key	E	E	4.000
92	0.000	121.707	121.707	Key	B	B	11.000
93	0.000	135.200	135.200	Key	B	B	11.000
94	0.000	149.867	149.867	Key	A	A	9.000
95	0.000	150.627	150.627	Key	G	G	7.000
96	0.000	177.400	177.400	Key	C	C	0.000
97	0.000	2.250	2.250	Silence			
97	2.250	122.427	120.177	Key	G	G	7.000
97	122.427	122.427	0.000	Silence			
98	0.000	163.515	163.515	Key	E	E	4.000
98	163.515	164.000	0.485	Silence			
99	0.000	0.255	0.255	Silence			
99	0.255	32.400	32.145	Key	A	A	9.000
99	32.400	50.487	18.087	Key	Bb	Bb	10.000
99	50.487	93.705	43.218	Key	G	G	7.000
99	93.705	128.977	35.272	Key	Bb	Bb	10.000
99	128.977	153.825	24.848	Key	A	A	9.000
99	153.825	204.160	50.335	Key	G	G	7.000
99	204.160	208.440	4.280	Silence			
100	0.000	0.410	0.410	Silence			
100	0.410	167.870	167.460	Key	C	C	0.000
100	167.870	167.867	-0.003	Silence			
101	0.000	0.230	0.230	Silence			
101	0.230	153.160	152.930	Key	F:dorian	Eb	3.000
101	153.160	156.627	3.467	Silence			
102	0.000	0.455	0.455	Silence			
102	0.455	214.075	213.620	Key	E	E	4.000
102	214.075	215.040	0.965	Silence			
103	0.000	0.546	0.546	Silence			
103	0.546	6.969	6.423	Key	D:minor	F	5.000
103	6.969	22.282	15.313	Key	C:minor	Eb	3.000
103	22.282	37.188	14.906	Key	D:minor	F	5.000
103	37.188	52.106	14.918	Key	C:minor	Eb	3.000
103	52.106	76.082	23.976	Key	D:minor	F	5.000
103	76.082	89.068	12.986	Key	E:minor	G	7.000
103	89.068	104.239	15.171	Key	C:minor	Eb	3.000
103	104.239	132.203	27.964	Key	D:minor	F	5.000
103	132.203	154.756	22.553	Key	E:minor	G	7.000
103	154.756	157.093	2.337	Silence			
104	0.000	1.750	1.750	Silence			
104	1.750	305.070	303.320	Key	C#:modal	Db	1.000
104	305.070	305.067	-0.003	Silence			
105	0.000	0.245	0.245	Silence			
105	0.245	157.710	157.465	Key	Db	Db	1.000
105	157.710	157.707	-0.003	Silence			
106	0.000	0.230	0.230	Silence			
106	0.230	131.821	131.591	Key	E	E	4.000
106	131.821	161.600	29.779	Key	A:minor	C	0.000
106	161.600	162.093	0.493	Silence			
107	0.000	0.245	0.245	Silence			
107	0.245	161.307	161.062	Key	A	A	9.000
107	161.307	161.307	0.000	Silence			
108	0.000	44.868	44.868	Key	F	F	5.000
108	44.868	78.893	34.025	Key	G	G	7.000
108	78.893	78.893	0.000	Silence			
109	0.000	135.830	135.830	Key	G	G	7.000
109	135.830	198.310	62.480	Key	E	E	4.000
109	198.310	259.226	60.916	Key	G	G	7.000
109	259.226	333.907	74.681	Key	E	E	4.000
109	333.907	333.907	0.000	Silence			
110	0.000	171.827	171.827	Key	D	D	2.000
111	0.000	180.173	180.173	Key	D	D	2.000
112	0.000	136.960	136.960	Key	C	C	0.000
113	0.000	236.707	236.707	Key	C	C	0.000
114	0.000	149.600	149.600	Key	C	C	0.000
115	0.000	277.067	277.067	Key	A	A	9.000
116	0.000	211.467	211.467	Key	C	C	0.000
117	0.000	250.493	250.493	Key	Bb	Bb	10.000
118	0.000	183.373	183.373	Key	B	B	11.000
119	0.000	183.760	183.760	Key	G:mixolydian	C	0.000
120	0.000	228.440	228.440	Key	G	G	7.000
121	0.000	163.307	163.307	Key	A	A	9.000
122	0.000	236.360	236.360	Key	D:mixolydian	G	7.000
123	0.000	137.973	137.973	Key	A:minor	C	0.000
124	0.000	188.827	188.827	Key	B	B	11.000
125	0.000	52.907	52.907	Key	G	G	7.000
126	0.000	194.067	194.067	Key	C	C	0.000
127	0.000	50.776	50.776	Key	A:minor	C	0.000
127	50.776	84.506	33.730	Key	A	A	9.000
127	84.506	150.698	66.192	Key	A:minor	C	0.000
127	150.698	184.049	33.351	Key	A	A	9.000
127	184.049	285.293	101.244	Key	A:minor	C	0.000
128	0.000	163.467	163.467	Key	C	C	0.000
129	0.000	148.733	148.733	Key	Eb	Eb	3.000
130	0.000	123.307	123.307	Key	A	A	9.000
131	0.000	138.267	138.267	Key	G	G	7.000
132	0.000	124.333	124.333	Key	A	A	9.000
133	0.000	212.893	212.893	Key	C	C	0.000
134	0.000	230.400	230.400	Key	C	C	0.000
135	0.000	101.440	101.440	Key	D	D	2.000
136	0.000	106.027	106.027	Key	F	F	5.000
137	0.000	174.200	174.200	Key	D	D	2.000
138	0.000	0.980	0.980	Silence			
138	0.980	70.496	69.516	Key	A	A	9.000
138	70.496	87.918	17.422	Key	C	C	0.000
138	87.918	115.612	27.694	Key	A	A	9.000
138	115.612	132.833	17.221	Key	C	C	0.000
138	132.833	162.922	30.089	Key	A	A	9.000
138	162.922	162.907	-0.015	Silence			
139	0.000	241.093	241.093	Key	E	E	4.000
140	0.000	168.040	168.040	Key	D	D	2.000
141	0.000	144.800	144.800	Key	E	E	4.000
142	0.000	195.333	195.333	Key	G	G	7.000
143	0.000	269.667	269.667	Key	E	E	4.000
144	0.000	184.333	184.333	Key	F	F	5.000
145	0.000	255.733	255.733	Key	B	B	11.000
146	0.000	161.333	161.333	Key	G	G	7.000
147	0.000	174.893	174.893	Key	G	G	7.000
148	0.000	0.345	0.345	Silence			
148	0.345	11.206	10.861	Key	G	G	7.000
148	11.206	28.315	17.109	Key	E:minor	G	7.000
148	28.315	40.707	12.392	Key	G	G	7.000
148	40.707	57.735	17.028	Key	E:minor	G	7.000
148	57.735	70.189	12.454	Key	G	G	7.000
148	70.189	87.705	17.516	Key	E:minor	G	7.000
148	87.705	100.361	12.656	Key	G	G	7.000
148	100.361	118.011	17.650	Key	E:minor	G	7.000
148	118.011	151.047	33.036	Key	G	G	7.000
148	151.047	154.100	3.053	Key	E:minor	G	7.000
148	154.100	181.867	27.767	Silence			
149	0.000	502.204	502.204	Silence			
150	0.000	191.800	191.800	Key	G	G	7.000
151	0.000	1.010	1.010	Silence			
151	1.010	70.673	69.663	Key	D:minor	F	5.000
151	70.673	76.430	5.757	Key	D	D	2.000
151	76.430	111.167	34.737	Key	D:minor	F	5.000
151	111.167	116.943	5.776	Key	D	D	2.000
151	116.943	174.899	57.956	Key	D:minor	F	5.000
151	174.899	180.747	5.848	Key	D	D	2.000
151	180.747	254.135	73.388	Key	D:minor	F	5.000
151	254.135	260.627	6.492	Silence			
152	0.000	0.258	0.258	Silence			
152	0.258	70.957	70.699	Key	C	C	0.000
152	70.957	98.396	27.439	Key	A	A	9.000
152	98.396	178.849	80.453	Key	C	C	0.000
152	178.849	183.000	4.151	Silence			
153	0.000	0.385	0.385	Silence			
153	0.385	207.270	206.885	Key	D	D	2.000
153	207.270	207.267	-0.003	Silence			
154	0.000	0.380	0.380	Silence			
154	0.380	204.487	204.107	Key	A	A	9.000
154	204.487	206.707	2.220	Silence			
155	0.000	0.375	0.375	Silence			
155	0.375	168.099	167.724	Key	E	E	4.000
155	168.099	171.160	3.061	Silence			
156	0.000	0.370	0.370	Silence			
156	0.370	464.090	463.720	Key	D:minor	F	5.000
156	464.090	467.173	3.083	Silence			
157	0.000	0.350	0.350	Silence			
157	0.350	183.850	183.500	Key	A:minor	C	0.000
157	183.850	185.560	1.710	Silence			
158	0.000	0.390	0.390	Silence			
158	0.390	164.750	164.360	Key	C#:minor	E	4.000
158	164.750	165.533	0.783	Silence			
159	0.000	0.180	0.180	Silence			
159	0.180	69.799	69.619	Key	A:minor	C	0.000
159	69.799	148.050	78.251	Key	C	C	0.000
159	148.050	242.400	94.350	Key	A	A	9.000
159	242.400	242.400	0.000	Silence			
160	0.000	146.350	146.350	Key	E	E	4.000
160	146.350	146.307	-0.043	Silence			
161	0.000	66.295	66.295	Key	E	E	4.000
161	66.295	66.293	-0.002	Silence			
162	0.000	72.750	72.750	Key	E	E	4.000
162	72.750	72.733	-0.017	Silence			
163	0.000	116.600	116.600	Key	A	A	9.000
163	116.600	117.733	1.133	Silence			
164	0.000	0.375	0.375	Silence			
164	0.375	34.542	34.167	Key	A:minor	C	0.000
164	34.542	62.206	27.664	Key	C	C	0.000
164	62.206	91.573	29.367	Key	A:minor	C	0.000
164	91.573	91.573	0.000	Silence			
165	0.000	96.870	96.870	Key	C	C	0.000
165	96.870	96.867	-0.003	Silence			
166	0.000	107.227	107.227	Key	A	A	9.000
166	107.227	123.300	16.073	Key	C	C	0.000
166	123.300	139.827	16.527	Silence			
167	0.000	0.320	0.320	Silence			
167	0.320	22.875	22.555	Key	D	D	2.000
167	22.875	23.267	0.392	Silence			
168	0.000	0.995	0.995	Silence			
168	0.995	213.430	212.435	Key	G	G	7.000
168	213.430	216.667	3.237	Silence			
169	0.000	0.755	0.755	Silence			
169	0.755	229.350	228.595	Key	A	A	9.000
169	229.350	234.800	5.450	Silence			
170	0.000	0.355	0.355	Silence			
170	0.355	222.650	222.295	Key	D	D	2.000
170	222.650	228.560	5.910	Silence			
171	0.000	0.375	0.375	Silence			
171	0.375	144.340	143.965	Key	A:minor	C	0.000
171	144.340	145.733	1.393	Silence			
172	0.000	1.480	1.480	Silence			
172	1.480	50.000	48.520	Key	F	F	5.000
172	50.000	50.000	0.000	Silence			
173	0.000	241.355	241.355	Key	C	C	0.000
173	241.355	243.307	1.952	Silence			
174	0.000	0.345	0.345	Silence			
174	0.345	38.005	37.660	Key	G	G	7.000
174	38.005	40.600	2.595	Silence			
175	0.000	0.395	0.395	Silence			
175	0.395	214.135	213.740	Key	A	A	9.000
175	214.135	217.960	3.825	Silence			
176	0.000	0.350	0.350	Silence			
176	0.350	170.535	170.185	Key	B	B	11.000
176	170.535	175.507	4.972	Silence			
177	0.000	0.345	0.345	Silence			
177	0.345	215.990	215.645	Key	Eb	Eb	3.000
177	215.990	217.867	1.877	Silence			
178	0.000	0.450	0.450	Silence			
178	0.450	149.205	148.755	Key	D	D	2.000
178	149.205	152.733	3.528	Silence			
179	0.000	0.365	0.365	Silence			
179	0.365	185.355	184.990	Key	A:mixolydian	D	2.000
179	185.355	187.093	1.738	Silence			
